,Text,Category
518,edu describes tunnel fracas arsenal edu lifted lid scenes followed manchester united win gunners brazilian confirmed tempers flared could shed light reports food thrown united boss sir alex ferguson saw people pulled apart people pushing pointing shouting told uefa official website united players trying wind us result see soup thrown anyone however edu tried play incidents adding nothing seen brazilian derbies derby matches brazil worse like play games like intense rivalry edu highly critical ferocity united challenges game particularly jose antonio reyes think lot fairer tackles united said reyes kicked park beating boy gary neville tackling way sent following game football association said would look events tunnel also charged ruud van nistelrooy serious foul play arsenal boss arsene wenger asked explain comments made referee,3
519,pm apology jailings tony blair apologised two families suffered one uk biggest miscarriages justice prime minister commenting wrongful jailing 11 people ira bomb attacks pubs guildford woolwich 1974 mr blair said sorry subject ordeal injustice made apology members conlon maguire families private room westminster statement recorded television mr blair said families deserved completely publicly exonerated families hoped apology would made prime minister questions house commons however one socalled guildford four gerry conlon wrongly convicted planting bombs said families delighted apology said mr blair spoken sincerity adding went beyond thought would took time listen everyone could see moved people saying tony blair healed rifts helping heal wounds day never thought would come move followed huge campaign ireland public apology eleven people wrongly convicted making planting ira bombs killed seven people mr blair official spokesman said noone present meeting would ever forget strength feeling relief prime minister statement brought convicted either members friends two families arrested family connection gerry conlon mr conlon father giuseppe arrested travelling london belfast help son died serving sentence also arrested anne maguire members family mrs maguire relative giuseppe planned stay london well two family friends said wonderful feeling apology weight lifted shoulders people still doubting us believe totally innocent said jailed handling explosives based scientific evidence later entirely discredited october 1989 court appeal quashed sentences guildford four june 1991 overturned sentences maguire seven mr conlon case highlighted oscarnominated film name father starring daniel daylewis,2
520,new york rockers top talent poll new york electrorock group bravery come top bbc news website sound 2005 poll find music scene promising new act bravery compared cure new order heavilytipped act survey 110 impartial critics broadcasters rock band keane sound 2004 us rapper 50 cent topped sound 2003 new artists year list include london indie group bloc party second uk rapper kano third bravery played first gig 2003 since supported bands including libertines interpol echo bunnymen subject record company bidding war 2004 debut single unconditional caused huge buzz released uk november singer sam endicott said felt great coming top sound 2005 list anyone says want zillion screaming fans jackass liar said one experts tip bravery times music critic paul connolly said spiky love pop chris hawkins host bbc 6 music chart show said band great guitars mastery electroclash sound bravery proof alone new york city still home hot new talent said nigel harding head music london rock radio station xfm said every track live set sounded like potential single unconditional reached summit station listeners chart within fortnight first play mr harding described unheard achievement debut single q magazine reviews editor ted kessler said prettyboy new york clothes horses unusually nimble ear concise yearning pop mould duran duran strokes pundits take part survey included bbc radio 1 dj trevor nelson nme editor conor mcnicholas top pops presenter fearne cotton glastonbury organiser emily eavis bbc radio 2 music editor colin martin elsewhere top 10 secondplaced rock band bloc party began rise supporting franz ferdinand uk garage mc kano third signed streets record label us rapper game hiphop great dr dre latest protege leeds group kaiser chiefs came fifth promise lead britpop revival last year survey keane followed franz ferdinand razorlight joss stone top five virtually unknown outside music industry point boy band mcfly sixth scissor sisters uk bestselling album 2004 seventh survey pundits asked tips three acts thought capable reaching top chosen genre either terms sales critical acclaim artists could country musical genre must uk top 20 single contestant tv talent show already famous something else soap actor tips counted compiled make top 10,1
521,giant waves damage asia economy governments aid agencies insurers travel firms among counting cost massive earthquake waves hammered southern asia worsthit areas sri lanka india indonesia thailand least 23 000 people killed early estimates world bank put amount aid needed 5bn 26bn similar cash offered central america hurricane mitch mitch killed 10 000 people caused damage 10bn 1998 world bank spokesman damien milverton told wall street journal expected aid package financing debt relief tourism vital part economies stricken countries providing jobs 19 million people south east asian region according world travel tourism council wttc maldives islands indian ocean twothirds jobs depend tourism damage covers fishing farming businesses hundreds thousands buildings small boats destroyed waves international agencies pledged support say impossible gauge extent damage yet international monetary fund imf promised rapid action help governments stricken countries cope imf stands ready part assist nations appropriate support time need said managing director rodrigo rato sri lanka bangladesh currently receive imf support indonesia quake epicentre recently graduated imf assistance governments decide want imf help agencies asian development bank said early comment amount aid needed underestimating size problem however united nations emergency relief coordinator jan egeland said may worst national disaster recent history affecting many heavily populated coastal areas many vulnerable communities many people livelihoods whole future destroyed seconds warned longer term effects many devastating tidal wave tsunami risks epidemics polluted drinking water insurers also struggling assess cost damage several big players believe final bill likely less 27bn cost hurricanes battered us earlier year region affected big check countrybycountry situation said serge troeber deputy head natural disasters department swiss world second biggest reinsurance firm assume however overall dimension insured damages storm damages us said munich world biggest reinsurer said primarily human tragedy early us state financial burden allianz said sees significant impact profitability however low insurance bill may simply reflect general poverty much region rather level economic devastation live international federation red cross red crescent societies told reuters news agency seeking 65m emergency aid biggest health challenges face spread waterborne diseases particularly malaria diarrhoea aid agency quoted saying european union said deliver 3m euros 21m 41m aid according wall street journal eu humanitarian aid commissioner louis michel quoted saying key bring aid vital hours days immediately disaster countries also reported pledged cash us state department said examining aid needed region getting companies business running also may play vital role helping communities recover weekend events many worsthit areas sri lanka thailand phuket island maldives popular tourist resorts key local economies december january two busiest months travel southern asia damage even keenly felt industry beginning emerge post 911 slump growth rapid southeast asia world tourism organisation figures showing 45 increase tourist revenues region first 10 months 2004 southern asia expansion 23 india continues post excellent results thanks increased promotion product development also upsurge business travel driven rapid economic development country wto said arrivals destinations maldives sri lanka also thrived thailand tourism accounts 6 country annual gross domestic product 8bn singapore figure close 5 tourism also brings much needed foreign currency shortterm however travel companies cancelling flights trips hit shares across asia europe investors saying earnings economic growth likely slow,0
522,winemaker rejects foster offer australian winemaker southcorp rejected takeover offer worth 31bn australian dollars 23bn 18bn brewing giant foster group southcorp whose brands include penfolds rosemount lindemans dismissed offer inadequate two companies held four days talks foster bought 188 stake southcorp 13 january merger would create global player worldwide annual sales 39m cases revenues a26bn southcorp said foster a417ashare takeover proposal offered excellent strategic fit undervalued company southcorp board informed foster prepared recommend offer adequately reflect strategic value company said southcorp chairman brian finn southcorp said foster takeover offer opportunistic however said offer may represent opening bid opening possibility foster returning improved offer foster said combination two companies would create global player unrivalled collection premium wine brands despite best known brewing foster lager foster already one australia largest wine producers owning beringer wolf blass brands among others combination foster southcorp transform global wine industry significantly enhance australia competitive position global stage said trevor hoy foster chief executive officer foster spent a584m buying 188 stake southcorp oatley family founded rosemount estates business later merged southcorp shares companies suspended two held talks deal southcorp shares rose 12 a476 news offer foster shares fell 37 a544,0
523,thousands join strike wales thousands civil servants strike across wales friday protest planned job cuts range services wales affected civil servants wales joined ukwide strike strike called public commercial services union biggest civil servants decade action follows chancellor gordon brown announcement july 104 000 jobs would cut around 6 000 expected wales worstaffected area wales department work pensions 2 000 jobs threatened across wales pickets held striking civil servants protests towns cities including cardiff bangor aberystwyth wrexham gordon brown issued defiant statement strike saying action would affect government determination make savings order increase investment healthcare education transport fight crime decisions mean police teachers doctors nurses said provide help information relocation retraining help staff move frontline work within public sector diverted necessary changes make essential investment ukwide action hit jobcentres benefit agencies pensions offices driving test centres strike also affected welsh assembly building cardiff bay passholders allowed pickets place across wales protests around country pcs union spokesman jeff evans said wales civil service major employer civil servants employed wales proportionately part country protest defending jobs also local services across country parts objective one areas welshspeaking areas particularly affected cuts chancellor said cuts allow funding teachers police piers freelove senior benefit officer picket line companies house cardiff said majority people decided come threat jobs joined civil service provide services well get decent pension thought pay services threatened well jobs people like pensioners need facetoface service impersonal service phone want impose pcsu deputy general secretary hugh lanning picket line said asking negotiate make announcements sensible way things moment even talking go sensibly ballot one day action action anticipated without ballot staff welsh assembly government said strike national civil service issues specific issues local wales assembly,2
524,hewitt fights back reach final lleyton hewitt kept dream australian open title alive fourset win andy roddick friday second semifinal home favourite face marat safin sunday final coming 36 76 73 76 74 61 hewitt fought back set trailed tiebreaks would denied thrilling melbourne crowd typically battling effort aiming first australian winner since mark edmondson 1976 hewitt first australian make final since pat cash lost mats wilander 1988 faces huge challenge safin conqueror roger federer needing five sets last two matches reason think hewitt might struggle fitness certainly made sluggish start dropping opening service game roddick dominated huge serve took first set 12 tense games second key moment came hewitt raised game tiebreak overturn early minibreak energised crowd roddick finished raced 41 clear crucial third hewitt pegged back forced another tiebreak roddick broke first hewitt fought back taking lead superb backhand pass australian denied disheartened roddick made little impact fourth set hewitt raced victory sending melbourne crowd wild ensuring final huge occasion awesome said hewitt started preparing tournament nine months ago done lot hard yards get always said anything get first night final australian open got chance roddick furious failing take advantage leads tiebreaks usually pretty money said roddick either one would given distinct advantage mad felt shot put position win big points donated little would wanted american played influence one spectator appeared contribute double fault shouting rodick service action took one jackass shout said roddick adding crowd overall respectful,3
525,uk world biggest music buyer uk consumers biggest music buyers world according new figures released tuesday british phonographic industry bpi global sales recorded music flat 2004 growing sales dvd music videos offset online physical piracy major markets uk music industry recorded overall 3 increase volume sales mostly due robust albums market however world music sales declined 13 336 billion 177 billion uk cd albums market grew 45 2004 record 1746 million units sold average every briton buys 32 cds per person per year around 26 000 albums released uk year making britain second us terms number releases overall sales driven new uksigned artists keane katie melua scissor sisters whose debut album sold almost 16 million copies uk slew great new british artists met uk music fans demand great music said bpi chairman peter jameson bestselling album globally usher confessions one eight albums sell five million copies 2004 growth dvd market sharp increase sales digital music ensured strong market us total number tracks downloaded last year tenfold 2003 digital sales us first two months 2005 already double period 2004 however markets continental europe asia notably sweden finland france spain south korea drastically hit internet piracy australia italy netherlands also saw decline positive side digital sales booming said john kennedy chief executive international federation phonographic industries ifpi however commercial piracy illegal filesharing continuing depress markets priority coming year step advance legitimate digital sales sustain antipiracy efforts main choice today music fan make whether get music legally illegally added mr jameson,1
526,rem announce new glasgow concert us band rem announced plans perform 10 000 scottish fans rescheduled gig band play dubbed europe biggest tent glasgow green tuesday 14 june forced pull concert secc glasgow last month bassist mike mills contracted flu fans bought tickets original 22 february show attend rescheduled concert june gig act warmup rem open air concert balloch castle country park banks loch lomond four days later promoters regular music booked glasgow green secc available suitable date mark mackie director regular music said fantastic news really shows rem commitment scottish fans coming back glasgow truly unique gig rem gigs kickstart promises memorable summer scottish music lovers grammy award winners u2 play hampden 21 june oasis also perform national stadium glasgow 29 june coldplay announced concert bellahouston park glasgow 1 july park held balado near kinross 910 july ticketweb secc box office write customers bought tickets february gig asking want attend new show bought tickets person urged return point purchase anyone make concert given refund cutoff date swapping tickets 1 april remaining go sale public,1
527,navratilova hits critics martina navratilova defended decision prolong tennis career age 48 navratilova made comeback retiring 1994 play doubles mixed doubles events 2005 women tennis really strong said dismissing suggestions fact could still win reflected badly women game say damn good sorry really blow horn still good navratilova three grand slam mixed doubles titles since came retirement encouraged form decided resume playing singles winning two seven matches knocked first round french open reached second round wimbledon navratilova partner nathalie dechy doubles event uncle toby hardcourts tournament australia gold coast begins sunday link daniela hantuchova australian open doubles play mixed doubles leander paes might playing singles events season depending surface added,3
528,us bank loses customer details bank america revealed lost computer tapes containing account details one million customers us federal employees several members us senate among affected could vulnerable identity theft senate sources say missing tapes may stolen plane baggage handlers bank gave details records disappeared said probably misused customers accounts monitoring account holders would notified unusual activity detected bank officials said bank america said tapes went missing december shipped backup data centre federal law authorities done robust thorough investigation neither would make statement lightly believe tapes lost alexandra tower spokeswoman north carolinabased bank told time magazine although evidence criminal activity bank said secret service federal agency whose brief includes investigations serious financial crime said looking loss new york senator charles schumer said told senate rules committee tapes probably stolen commercial plane whether identity theft terrorism theft new complicated world baggage handlers background checks care taken hired increasingly sensitive positions democrat senator said details vermont colleague pat leahy credit card account among missing senator leahy spokeswoman tracy schmaler said 900 000 military civilian staff defence department among 12 million affected according pentagon spokesman,0
529,talks aim avert pension strike talks aimed averting series national strikes pensions reforms take place weekend five public sector unions hold private talks deputy prime minister john prescott labour spring conference gateshead want government withdraw regulations due introduced weeks would raise pension age council workers 60 65 14m workers could take part strike already earmarked 23 march however sides anxious avoid major confrontation run general election said bbc labour affairs correspondent stephen cape four days britain biggest union unison start balloting 800 000 local government workers strikes public sector unions pledged follow weeks new regulations introduced raise pension age local government workers five unions meeting mr prescott want government withdraw regulations would allow months tough negotiations follow said correspondent spokesman mr prescott warned changes local government pension scheme would go ahead april privately ministers believe less painful option correspondent added public commercial services union pcs coordinate industrial action six public sector unions pcs leader mark serwotka warned last week could walkouts unless government rethink government lectures everyone choice choice public service choice choice ironic saying public sector workers choice said want pension promised started must work extra five years working people drop 20th century completely unacceptable unison 800 000 workers transport general workers union 70 000 amicus 20 000 among balloted 23 march walkout mr prescott held private meeting senior union figures last week understood deal offered meeting room negotiations,2
530,berlin hails european cinema organisers say year berlin film festival opens thursday period epic man man celebrate revitalised european cinema 21 films competition golden silver bear awards half europe france particularly well represented festival director dieter kosslick says strong showing signals new consciousness european films incredible winning streak told reuters agency say good american films continued good european films however mr kosslick refused accept widespread opposition iraq war turned audiences hollywood imports antiamerican mood said 350 films screened year festival 300 shown european film market runs alongside dozen celebrities scheduled attend among smith kevin spacey keanu reeves mr kosslick says would coming academy awards brought forward 27 february worried able fill red carpet stars said though admitted festival may moved january next year avoid similar clash 10day berlinale runs 20 february,1
531,ukraine steel selloff illegal controversial selloff ukrainian steel mill relative former president illegal court ruled mill krivorizhstal sold june 2004 800m 424m well offers president viktor yushchenko elected december planning revisit many ukraine recent privatisations krivorizhstal one dozens firms says sold cheaply friends previous administration wednesday prime minister yulia tymoshenko said many 3 000 firms could included list firms whose sale reviewed mr yushchenko previously said list would limited 3040 enterprises 90 000 businesses massive corporations tiny shopfronts sold since 1992 command economy built ukraine part soviet union dismantled analysts suggested government needs avoid impression openended list preserve investor confidence thursday ruling district court perchesk overturned previous decision lower court permitting sale consortium auction mill created viktor pinchuk soninlaw formerpresident leonid kuchma rinat akhmetov country richest man next step supreme court annul sale altogether opening way krivorizhstal resold mr yushchenko suggested fair valuation could much 3bn one foreign bidders lost steel giant lnm told bbc news would interested renewed sale,0
532,dementieva prevails hong kong elena dementieva swept aside defending champion venus williams 63 62 win hong kong champions challenge event russian ranked sixth world broke williams three times first set losing service williams saved three championship points losing match victoria park tennis court really great start year matter whether exhibition trying play best really said dementieva give confidence grand slams trying hard win tournament williams 24 disappointed display played nice points mostly committing unforced errors four five errors game said match organizers auctioned rackets belonging players raising 115 000 victims tsunami disaster,3
533,commodore finds new lease life oncefamous commodore computer brand could resurrected bought usbased digital music distributor new owner yeahronimo media ventures ruled possibility new breed commodore computers also plans develop worldwide entertainment concept brand although details yet known groundbreaking commodore 64 computer elicits fond memories owned one back 1980s chronology home computing commodore one pioneers commodore 64 launched 1982 one first affordable home pcs followed years later amiga commodore 64 sold single computer system even day brand languished somewhat 1990s commodore international filed bankruptcy 1994 sold dutch firm tulip computers late 1980s firm great rival atari produced range home computers brand video games formerly known infogrames tulip computers sold several products commodore name including portable usb storage devices digital music players planned relaunch brand following upsurge nostalgia 1980sera games commodore 64 enthusiasts written emulators windows pc apple mac even pdas original commodore games still run sale commodore expected complete three weeks deal worth 17m,4
534,kluft impressed sotherton form olympic heptathlon champion carolina kluft full admiration britain kelly sotherton pair prepared clash birmingham action friday 60m hurdles long jump ahead european indoor championships later month madrid sotherton finished third behind swede athens kluft said knew great girl looked good early season competing really well kluft showed impressive earlyseason form tuesday stockholm ge galan meeting winning sprint hurdles long jump 400m sotherton also displayed promise new high jump personal best sheffield combined norwich union european trials aaa championships second place long jump behind jade johnson,3
535,thomas six nations wales captain gareth thomas ruled rest six nations broken thumb fullback surgery monday fracturing thumb 2418 win france saturday welsh legend phil bennett insisted wales cope without thomas chase first grand slam 27 years bennett told bbc sport spirit camp put kevin morgan 15 rhys williams wing carry thomas miss match scotland 13 march promises huge encounter irish six days later bennett added setback great captain leads front boys love thomas replaced halftime williams side turned around 156 deficit paris gareth missing would think michael owen captain said wales coach mike ruddock great job second half france vicecaptain along throughout championship wales travel edinburgh take scotland fortnight host ireland cardiff final round matches could grand slam championship decider bennett inspirational flyhalf llanelli wales 1970s insisted national team entering new golden period great game magnificent result wales bennett told bbc radio five live sportsweek programme way young team blending glory days way back get possession early france dominated scored two tries ruthless wales could gone interval 30 points take chances wales defended fairly well give sort quality ball good sides blacks would ruthless buried us first half character showed second half quite outstanding,3
536,nissan names successor ghosn nissan named lifetime employee run operations carlos ghosn highly successful boss takes charge renault chief operating officer toshiyuki shiga run nissan daily basis although mr ghosn masterminded recovery remain chief executive mr ghosn become chairman chief executive renault owns 44 japanese carmaker april mr ghosn transformed nissan fastgrowing profitable business mr shiga nominally serve mr ghosn deputy however nissan senior japanbased executive charge firm global sales marketing currently charge nissan operations across asia australasia credited significantly improving sales china inherit strong legacy mr ghosn overseen dramatic turnaround nissan fortunes past five years dubbed le cost killer pushing huge cost cuts previous jobs mr ghosn reduced nissan overheads 20 trimmed workforce 200 000 taking charge 1999 actions helped nissan turn 684bn yen 64bn loss 2000 331bn yen 27bn profit following year tenure nissan increased market share made significant strides key export markets nissan aims increase vehicle sales four million 2008 launching 28 new models process new job renault chief executive mr ghosn devote 40 time renault 40 nissan rest group activities north america key markets mr ghosn said mr shiga appointment would ensure seamless transition management need leadership team capable accelerating performance delivery results characterized nissan past six years mr ghosn said full confidence toshiyuki shiga new leadership team help implement next chapter nissan growth nissan also announced number management appointments promotions several younger executives,0
537,xbox 2 may unveiled summer details next generation microsoft xbox games console codenamed xenon likely unveiled may according reports widely expected gamers would get sneak preview xbox successor game developers conference gdc march microsoft spokeswoman confirmed would gdc sony microsoft nintendo expected release powerful machines next 18 months next xbox console expected go sale end year details released thought machine may unveiled electronic entertainment expo e3 los angeles takes place may according reuters news agency report e3 concentrates showing latest gaming publishers marketers retailers gdc aimed game developers microsoft chief bill gates used gdc event unveil original xbox five years ago since launch microsoft sold 199 million units worldwide consumer electronics show earlier year little mention next generation gaming machine keynote speech mr gates referred playing essential part vision digital lifestyle battle rival consoles win gamers hearts thumbs extremely hardfought sony traditionally dominated console market playstation 2 earlier year microsoft said reached european milestone selling five million consoles since european launch march 2002 hit games like halo 2 released november helped buoy sales figures gamers looking forward next generation machines much processing graphical power also likely pack features technologies make central entertainment communications hubs although details playstation 3 xenon nintendo socalled revolution yet finalised developers already working titles rory armes studio general manager games giant electronic arts ea europe recently told bbc news website interview ea beginning get sense capabilities new machines microsoft delivered development kits ea said company still waiting sony nintendo kits added playstation 3 rumoured little hood xbox 2,4
538,voters trust politicians eight 10 voters trust politicians tell truth new poll conducted bbc suggests 87 1 000 adults quizzed icm bbc news 24 said politicians deliver promised poll comes foreign secretary jack straw predicted trust would key choice next election tories lib dems keen emphasise perceived lack trust tony blair following claims iraqi weapons according bbc poll 61 said issue trust made difference whether would vote next election widely expected 5 may poll also looked lay behind lack trust politicians 87 said politicians keep promises made elections 92 said never gave straight answer threequarters respondents 73 said politicians shown dishonest often mr straw told activists blackburn thursday voters would decide next election party best deserves future trust end key choice next election acknowledged public lost faith labour suggested could persuade people reinvest trust us party could overcome tory attempts spread cynicism politics conservatives keen highlight trust issue response gordon brown budget statement tuesday michael howard compared chancellor figures prime minister claims iraq weapons mass destruction lib dems also keen highlight trust issue charles kennedy claiming voters fundamental lack trust prime minister green party unveiled billboard opposite palace westminster accusing government lying iraq war former education secretary estelle morris told bbc news 24 real problem trust public politicians said feel colleagues could trusted suggested threecornered relationship press politicians public hand issue public often turned sitting sidelines battle words politician journalist added lib dem foreign affairs spokesman menzies campbell said iraq war hit trust politicians hard issues war peace life death damaging effect credibility politicians martin bell tatton seat tory neil hamilton anticorruption platform said politicians often failed see others need public figures trust tell truth see others see,2
539,qa malcolm glazer man utd battle control manchester united taken another turn club confirmed received fresh takeover approach us business tycoon malcolm glazer formal offer made yet manchester united confirmed received detailed proposal us entrepreneur could lead bid reports put offer 300p per share would value manchester united 800m 15bn approach 76yearold owner tampa bay buccaneers american football team reportedly led two sons avi joel previous approach united board mr glazer october last year turned however bbc learnt club unlikely reject latest plan hand mr glazer previous offer involved borrowing large amounts money finance takeover would left club debt levels deemed best interests company manchester united board rejected approach last year however mr glazer latest offer reported cut amount borrowing needed 200m united board may casting serious eye mr glazer latest proposals supporters remain fiercely opposed deal supporters group shareholders united proved adept rallying opposition mr glazer campaign said would fight move manchester united debtfree company want fall debt need fall debt shareholders united sean bones told bbc united players also appear unhappy prospect takeover lot people want club interest people grown club got interests heart rio ferdinand told bbc radio five live noone knows guy bringing table key successful bid attracting support united largest shareholders irish horse racing tycoons john magnier jp mcmanus cubic expression vehicle 289 club mr glazer owns 281 joe mclean football specialist accountancy firm grant thornton said support mr magnier mr mcmanus utterly crucial mr glazer bid proceed without support previously indicated holding stake investment case shares therefore need price attachment 300 pence maybe 305 case mr glazer might well secure support bid could well go ahead indeed malcolm glazer littleknown uk started build stake manchester united late 2003 february 2004 said considering whether bid club bid emerged mr glazer continued increase holding club october 2004 manchester united said received preliminary approach turned come mr glazer however board rejected move amount debt would involve club annual general meeting november mr glazer took revenge using hefty stake club oust three directors board legal adviser maurice watkins commercial director andy anson nonexecutive director philip yea voted wishes chief executive david gill move led bankers jp morgan public relations firm brunswick withdrawing glazer bid team,0
540,gritty return prince persia still basking relatively recent glory last year sands time dashing prince persia back warrior within bellicose mood last time sequel gives franchise grim gritty new look ramps action violence control superathletic prince thirdperson perspective timetravelling plot hinges dahaka allconsuming monster pursuing hero ages way dispel turn back clock kill sultry empress time ever creates sands time caused great beast creation studiously structured though back story everything boils oldfashioned fantasy gameplay proves whole dependable needs ever since series thengroundbreaking beginnings commodore amiga prince persia always meticulouslyanimated acrobatic moves provide energetic blend leaping preposterously pieces scenery lopping enemies body parts flashy moves back full evidence tremendous fun perform perfect combining speed best fun although getting handle takes practice plenty skill reach point haphazard business often perform stunning triple somersault pirouette wall knock three enemies one glorious swoop plummeting purposefully cliff doom turn mean getting set back annoyingly long distance save fountains dotted along path expected fiendish puzzles present correct combat really stepped game developers combined acrobatic flair gruesome slaying techniques wonderfully imaginative ways slicing foes middle one particularly entertaining method seeing warrior within slick package game intro movie phenomenally good actually ultimate disservice game commences par jawdropping opening sequence onimusha 3 earlier year game begins something anticlimax said graphics excellent indeed among striking satisfying elements game music probably worst aspect meritfree heavy metal soundtrack swiftly want turn something strangely unsatisfying game perhaps precisely graphics mechanics good story overall experience quite engaging somehow adds less sum parts technically impressive outright enjoyable say warrior within anything superb adventure thoroughly enjoy quite take character new heights might hoped,4
541,howard attacks cost asylum michael howard launched attack cost britain chaotic asylum system tony blair tory leader said english local authorities spent 3bn 140 per household asylum since labour power 1997 mr howard expected tell activists kent voters tolerance desire help others abused parties refugee agencies already attacked tory plans annual limits numbers mr howard said britain take fair share world genuine refugees anniversary liberation auschwitz grandmother murdered along million others reminded us moral responsibility fleeing persecution due say fulfil responsibility get grip system fair play matters people want government upholds rules one turns blind eye bent abused said let clear asylum system abused britain generosity earlier week mr howard said party plans cut immigration racist arguing would make asylum system fairer genuine refugees elected party would institute annual limit asylum claims would processed overseas prompted charities say plans would put refugees lives risk turned away quotas filled moral responsibility towards people fleeing persecution policies provide safe said hannah ward refugee council people turn uk asking help turned away michael howard policy effectively means safe uk comes costs perhaps start decisions made asylum seekers many shown wrong one five decisions appealed successfully overturned rising half nationalities need good quality decisionmaking asylum applications delays system cost much tony blair said labour would set workable plans tackling immigration abuse next weeks attacked tory plans cutting number frontline immigration staff borders actually make problem worse said mr blair liberal democrat chairman matthew taylor said needed quick fair firm asylum system said absolutely disgusting propose system could turn away genuine refugees conservatives say little risk happening demand asylum considered quotas set monday mr howard said racist people claim talk controlling immigration far,2
542,hewitt decries career sexism plans extend paid maternity leave beyond six months prominent labour election manifesto trade industry secretary said patricia hewitt said cost proposals evaluated increasingly high priority shared goal across government ms hewitt speaking gender productivity seminar organised equal opportunities commission eoc mothers currently take six months paid leave six unpaid ms hewitt told seminar clearly one things need future extend period payment maternity leave beyond first six months second six months looking quickly obviously cost implications taxpayer reimburses employers cost ms hewitt also announced new drive help women want work male dominated sectors saying sexism work still preventing women reaching full potential plans include funding universities help female science engineering graduates find jobs taster courses men women nontraditional jobs women fulltime work earn 19 less men according equal opportunities commission eoc minister told delegates getting rid career sexism vital closing gender pay gap career sexism limits opportunities women ages prevents achieving full potential simply wrong assume someone job grounds sex said earlier told bbc radio 4 today programme talking fact six 20 women work jobs lowpaid typically dominated women got segregated employment unfortunately cases reflects oldfashioned stereotypical ideas appropriate jobs women indeed men career sexism saying engineering instance 10 employees women really maledominated industry construction even worse also saying childcare jobs really women suitable men career sexism goes ways added progress made still gap pay figures average woman working fulltime paid 80p every pound man earning women working parttime 60p department trade industry also provide funding help new pay experts panel run tuc set advise hundreds companies equal wage policies research conducted eoc last year revealed many britons believe pay gap men women result natural differences sexes women hold less 10 top positions ftse 100 companies police judiciary trade unions according figures retired women half income male counterparts average,2
543,profile david miliband david miliband rapid rise ranks government continues promotion cabinet office minister elected safe labour seat 2001 previous job school standards minister role may 2002 prior last election key figure new labour head downing street policy unit key member manifesto writing team seen one intellectual figures government also working tony blair policy unit leader opposition brief glance mr miliband family background reveals impressive socialist pedigree form father ralph died 1994 eminent influential leftwing academic david miliband seen key blair lieutenant brother ed special advisor chancellor gordon brown prior working mr blair david miliband spent time leftleaning institute public policy research became secretary commission social justice 39yearold educated haverstock comprehensive going oxford study politics philosophy economics also took msc political science massachusetts institute technology,2
544,robben cole earn chelsea win cheslea salvaged win battling portsmouth side looked like premiership leaders would settle point arjen robben curled late deflected leftfooted shot right side pompey box break home side brave resistance chelsea continually frustrated joe cole added second 20yard shot injurytime nigel quashie pompey best chance effort tipped fratton park crowd good voice usual even though portsmouth held chelsea still managed carve two early chances striker didier drogba snapped angled shot force home keeper shaka hislop smart save unmarked frank lampard strike blocked arjan de zeeuw pompey chased harried unsettled chelsea side southcoast side started gain upper hand almost took lead quashie midfielder struck swerving long range shot keeper petr cech tipped full stretch pompey stretched arsenal limit recently providing similarly tough obstacle overcome chelsea team struggling exert pressure velimir zajec players stood firm visitors came lively fashion break took stranglehold match visitors launched counterattack drogba spun get sight goal struck fierce shot rocked keeper hislop back blocked arjan de zeeuw cleared danger home side also left breathing sigh relief glen johnson header fell gudjohnsen back goal crowded pompey goalmouth icelandic forward tried acrobatically direct ball goal put effort like arsenal portsmouth let late goal robben shot took deflection matthew taylor way past wrongfooted hislop cole put bit gloss hardfought win put low shot bottom pompey net hislop griffin primus de zeeuw taylor stone cisse 76 quashie berkovic 83 faye neil kamara fuller 65 yakubu subs used berger ashdown kamara cech paulo ferreira gallas terry johnson duff makelele smertin cole 73 lampard robben geremi 81 drogba gudjohnsen 58 subs used cudicini bridge paulo ferreira robben lampard robben 79 cole 90 20 210 wiley staffordshire,3
545,german jobless rate new record 52 million germans work february new figures show figure 5216 million people 126 workingage population highest jobless rate europe biggest economy since 1930s news comes head germany panel government economic advisers predicted growth would stagnate speaking german tv bert ruerup said panel earlier forecast 14 optimistic warned growth would 1 2005 german government trying tackle stubbornlyhigh levels joblessness range labour market reforms centre hartziv programme introduced january shake welfare benefits push people back work even jobs heavily subsidised latest unemployment figures look set increase pressure government widely leaked german newspapers day advance produced screaming headlines criticising chancellor gerhard schroeder social democratgreen party administration mr schroeder originally come office promising halve unemployment still measures suggest picture quite bleak soaring official unemployment figure follows change methodology pushed jobless rate 500 000 january adjusted seasonal changes overall unemployment rate 4875 million people 117 03 percentage points previous month using internationallyaccepted methodology international labour organisation ilo germany 397 million people work january ilobased figures also suggest 14 000 new net jobs created month taking number people employed 389 million ilo defines unemployed person someone previous four weeks actively looked work could take immediately,0
